Fecha,Docto,Folio,TipoMovimiento,Almacen,Entradas,Salidas,Existencias,CostoUnitario,CantPorCostear,Capas,CodigoProducto,DescripcionProducto,Unidad,Últ.Compra,ControlAlmacen,MinStock,MaxStock,ExistenciaTotal
22/Feb/2021,RECEP01651,27837,Compras,1,200.0,0.0,324.624,22.6522,0.0,0.0,CABTERMS-20,CABLE P/TERMOPAR MALLA TJ CAL.20,MT,08/Nov/2023,C,200.0,400.0,540.0531
11/Feb/2021,RECEP01598,26878,Compras,1,200.0,0.0,513.454,22.6522,0.0,0.0,CABTERMS-20,CABLE P/TERMOPAR MALLA TJ CAL.20,MT,08/Nov/2023,C,200.0,400.0,540.0531
29/Ene/2021,RECEP01564,26229,Compras,1,200.0,0.0,408.654,22.6522,0.0,0.0,CABTERMS-20,CABLE P/TERMOPAR MALLA TJ CAL.20,MT,08/Nov/2023,C,200.0,400.0,540.0531
18/Ene/2021,RECEP01523,25524,Compras,1,300.0,0.0,335.654,22.6522,0.0,0.0,CABTERMS-20,CABLE P/TERMOPAR MALLA TJ CAL.20,MT,08/Nov/2023,C,200.0,400.0,540.0531
05/Nov/2021,RECEP02272,40606,Compras,1,134.0,0.0,134.0,20.0,0.0,0.0,TORCB3/16X3/4INO,TORNILLO C/REBAJADA INOX STD 3/16X3/4,PZ,30/Ago/2023,Stock máximo:,0.0,400.0,238.0
20/Dic/2021,RECEP02387,42987,Compras,1,11.1465,0.0,48.2286,696.27237,7.0125,4882.61001,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
25/Oct/2021,RECEP02248,40063,Compras,1,11.1465,0.0,43.6028,635.98439,4.6258,2941.93659,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
21/Sep/2021,RECEP02178,38469,Compras,1,11.1465,0.0,40.4698,635.98439,3.133,1992.53909,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
04/Ago/2021,RECEP02056,36003,Compras,1,11.1465,0.0,34.3813,635.98439,1.1439,727.49746,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
07/Jul/2021,RECEP02006,34577,Compras,1,6.0,0.0,29.5346,1181.0,0.0,0.0,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
03/Jun/2021,RECEP01909,32763,Compras,1,7.431,0.0,27.7606,635.98234,0.0,0.0,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
26/Feb/2021,RECEP01655,27880,Compras,1,11.1465,0.0,27.18,492.5297,0.0,0.0,LAMINOXT304-24,LAMINA INOX T304 MATE CAL24 3'X10',M2,15/Jun/2023,Q,2.0,3.0,0.0
